"id","date_entered","date_modified","modified_user_id","assigned_user_id","created_by","deleted","name","opportunity_type","lead_source","amount","amount_backup","amount_usdollar","currency_id","date_closed","next_step","sales_stage","probability","description","id1","user_name","user_password","user_hash","first_name","last_name","reports_to_id","is_admin","receive_notifications","description1","date_entered1","date_modified1","modified_user_id1","created_by1","title","department","phone_home","phone_mobile","phone_work","phone_other","phone_fax","email1","email2","status","address_street","address_city","address_state","address_country","address_postalcode","user_preferences","deleted1","portal_only","employee_status","messenger_id","messenger_type"
"e7d709a6-b809-ca72-1a40-438dfb0d707d","2002-12-11 01:00:00","2005-11-30 19:24:46","1","kristen_id","1",0,"E & F Arnold Machinery - 4100 units - Kristen","Existing Business","Direct Mail",1230,"",1230,"-99","2002-12-23 00:00:00","","Closed Lost",90,"","kristen_id","kristen","krxNX3wFR4B8k","f52b06185d58a5eb571ec260092f099f","Kristen","Verona","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"28331219-bceb-c6c0-dac4-438dfb091445","2002-12-11 01:00:00","2005-11-30 19:24:48","1","chris_id","1",0,"Arnold-Cooper Transpor - 1900 units - Chris","Existing Business","",1130,"",1130,"-99","2002-12-24 00:00:00","","Closed Lost",60,"","chris_id","chris","ch2OzIWQ3xNYE","6b34fe24ac2ff8103f6fce1f0da2ef57","Chris","Olliver","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"49b23368-6a73-8143-5d20-438dfb0e49f0","2002-12-11 01:00:00","2005-11-30 19:24:48","1","will_id","1",0,"N & O Petty Electronic - 2600 units - Will","New Business","Partner",1630,"",1630,"-99","2002-12-24 00:00:00","","Closed Lost",45,"","will_id","will","wiwk9GAZorV96","18218139eec55d83cf82679934e5cd75","Will","Westin","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"4de6406b-7219-540c-a7b7-438dfb81098d","2002-12-11 01:00:00","2005-11-30 19:24:48","1","will_id","1",0,"N & O Petty Electronic - 3100 units - Will","","Other",1230,"",1230,"-99","2002-12-24 00:00:00","","Closed Lost",75,"","will_id","will","wiwk9GAZorV96","18218139eec55d83cf82679934e5cd75","Will","Westin","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"c171d6ae-5139-b31d-1dfc-438dfb8f5a3b","2002-11-20 01:00:00","2005-11-30 19:24:33","1","sally_id","1",0,"Borges-Wyro Telecommun - 2700 units - Sally","Existing Business","Self Generated",5530,"",5530,"-99","2002-12-25 00:00:00","","Closed Lost",60,"","sally_id","sally","sa3Y.Uo7lnGqE","b8bba2baae4c2a08fdff4e223458577d","Sally","Bronsen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"4a9f565e-e437-a1b8-16c0-438dfbf75a4c","2002-11-13 01:00:00","2005-11-30 19:24:31","1","kristen_id","1",0,"H & E Baker Machinery  - 4000 units - Kristen","New Business","Public Relations",5130,"",5130,"-99","2002-12-27 00:00:00","","Closed Lost",35,"","kristen_id","kristen","krxNX3wFR4B8k","f52b06185d58a5eb571ec260092f099f","Kristen","Verona","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"2d8c4adf-acdc-919c-0940-438dfb522c7a","2002-11-06 01:00:00","2005-11-30 19:24:24","1","matt_id","1",0,"Creek-Medina Engineeri - 4100 units - Matt","New Business","Trade Show",5200,"",5200,"-99","2002-12-31 00:00:00","","Closed Lost",45,"","matt_id","matt","ma5XgjSoDieYE","ce86d7d02a229acfaca4b63f01a1171b","Matt","Dominic","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"516c0dd8-1648-a8f1-07b3-438dfb3c3bdf","2002-11-06 01:00:00","2005-11-30 19:24:25","1","sarah_id","1",0,"O & D Rutledge Communi - 4000 units - Sarah","Existing Business","Trade Show",30000,"",30000,"-99","2003-01-01 00:00:00","","Closed Lost",90,"","sarah_id","sarah","saNlG1sZgdyQI","9e9d7a08e048e9d604b79460b54969c3","Sarah","Smith","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager West",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"b6ed0242-cadc-3043-61e1-438dfb739a47","2002-11-27 01:00:00","2005-11-30 19:24:39","1","max_id","1",0,"Wood-Armstrong Constru - 3300 units - Max","","Conference",14030,"",14030,"-99","2003-01-01 00:00:00","","Closed Lost",90,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"b508b238-98b3-b241-af76-438dfbcfe97a","2002-11-06 01:00:00","2005-11-30 19:24:22","1","beth_id","1",0,"Alpha-Murraiin Communi - 3300 units - Beth","New Business","Partner",10500,"",10500,"-99","2003-01-02 00:00:00","","Closed Lost",80,"","beth_id","beth","be8s0iRRteawA","f0d78724487b188c0df666f874af6b27","Beth","Sasseen","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"65263bf0-191a-f025-2052-438dfb781899","2002-12-18 01:00:00","2005-11-30 19:24:55","1","sally_id","1",0,"Brunner-Staton Constru - 1900 units - Sally","","Other",530,"",530,"-99","2003-01-02 00:00:00","","Closed Lost",70,"","sally_id","sally","sa3Y.Uo7lnGqE","b8bba2baae4c2a08fdff4e223458577d","Sally","Bronsen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"b89ca586-f374-76c7-9bbf-438dfb7f5122","2002-11-06 01:00:00","2005-11-30 19:24:22","1","beth_id","1",0,"Alpha-Murraiin Communi - 1900 units - Beth","New Business","Employee",2300,"",2300,"-99","2003-01-03 00:00:00","","Closed Lost",50,"","beth_id","beth","be8s0iRRteawA","f0d78724487b188c0df666f874af6b27","Beth","Sasseen","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"bf5252c0-a6e0-1d00-089a-438dfb6f2e8a","2002-11-27 01:00:00","2005-11-30 19:24:39","1","max_id","1",0,"Wood-Armstrong Constru - 2700 units - Max","Existing Business","Existing Customer",2530,"",2530,"-99","2003-01-03 00:00:00","","Closed Lost",90,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"205b2bf4-43dd-a21c-76fc-438dfba0e9a6","2002-12-25 01:00:00","2005-11-30 19:25:00","1","max_id","1",0,"Williams-Burke Communi - 2400 units - Max","Existing Business","Cold Call",1930,"",1930,"-99","2003-01-05 00:00:00","","Closed Lost",75,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"4ad7d4ca-6946-8924-7f8d-438dfbe2ae9d","2002-12-25 01:00:00","2005-11-30 19:25:01","1","sally_id","1",0,"T & A Osborn Electroni - 3100 units - Sally","Existing Business","Cold Call",930,"",930,"-99","2003-01-05 00:00:00","","Closed Lost",75,"","sally_id","sally","sa3Y.Uo7lnGqE","b8bba2baae4c2a08fdff4e223458577d","Sally","Bronsen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"6d551148-2345-c48e-6b48-438dfb66bbda","2002-11-27 01:00:00","2005-11-30 19:24:37","1","jaime_id","1",0,"Bernard-Macaluso Telec - 4000 units - Jaime","New Business","Word of mouth",2430,"",2430,"-99","2003-01-08 00:00:00","","Closed Lost",25,"","jaime_id","jaime","ja8gY0omVDzIo","fde2fdb1dbf604aede0ffee76d26e4ce","Jaime","Mesquite","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"e857acc4-1b7a-b682-31ee-438dfb10e679","2002-12-25 01:00:00","2005-11-30 19:24:59","1","beth_id","1",0,"V & A Williams Transpo - 4000 units - Beth","New Business","",530,"",530,"-99","2003-01-08 00:00:00","","Closed Lost",75,"","beth_id","beth","be8s0iRRteawA","f0d78724487b188c0df666f874af6b27","Beth","Sasseen","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"a11bd3ef-a553-7a9d-f88a-438dfbf9df66","2002-12-04 01:00:00","2005-11-30 19:24:44","1","matt_id","1",0,"Y & R Muenich Machiner - 2900 units - Matt","","Partner",5030,"",5030,"-99","2003-01-09 00:00:00","","Closed Lost",75,"","matt_id","matt","ma5XgjSoDieYE","ce86d7d02a229acfaca4b63f01a1171b","Matt","Dominic","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"a54f868a-82ea-9d07-2ce5-438dfb4973b3","2002-12-04 01:00:00","2005-11-30 19:24:44","1","matt_id","1",0,"Y & R Muenich Machiner - 4000 units - Matt","","Conference",2130,"",2130,"-99","2003-01-09 00:00:00","","Closed Lost",80,"","matt_id","matt","ma5XgjSoDieYE","ce86d7d02a229acfaca4b63f01a1171b","Matt","Dominic","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"e43d0441-1260-9ae2-8031-438dfbc64692","2002-12-04 01:00:00","2005-11-30 19:24:41","1","kristen_id","1",0,"Goldey-Nickell Enginee - 3100 units - Kristen","Existing Business","Existing Customer",5630,"",5630,"-99","2003-01-13 00:00:00","","Closed Lost",35,"","kristen_id","kristen","krxNX3wFR4B8k","f52b06185d58a5eb571ec260092f099f","Kristen","Verona","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"6667fc8e-a7ab-4df6-aaf8-438dfb23692c","2002-12-04 01:00:00","2005-11-30 19:24:43","1","max_id","1",0,"Long-Solimena Engineer - 1800 units - Max","New Business","Employee",5530,"",5530,"-99","2003-01-13 00:00:00","","Closed Lost",35,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"9e802058-7610-9c18-f36d-438dfbde8cc9","2003-01-01 01:00:00","2005-11-30 19:25:03","1","chris_id","1",0,"D & D Lozada Electroni - 3100 units - Chris","Existing Business","Employee",930,"",930,"-99","2003-01-13 00:00:00","","Closed Lost",50,"","chris_id","chris","ch2OzIWQ3xNYE","6b34fe24ac2ff8103f6fce1f0da2ef57","Chris","Olliver","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"9e089f00-5c04-a45f-c0a5-438dfb834c80","2002-11-20 01:00:00","2005-11-30 19:24:32","1","max_id","1",0,"X & M Borges Construct - 2700 units - Max","New Business","Employee",10030,"",10030,"-99","2003-01-14 00:00:00","","Closed Lost",50,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"4d6868f7-0a1f-a382-16d2-438dfb782672","2002-12-04 01:00:00","2005-11-30 19:24:42","1","will_id","1",0,"Q & Q Long Telecommuni - 2400 units - Will","Existing Business","Word of mouth",13030,"",13030,"-99","2003-01-14 00:00:00","","Closed Lost",90,"","will_id","will","wiwk9GAZorV96","18218139eec55d83cf82679934e5cd75","Will","Westin","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"76d1a88c-fbb7-ddda-8f0f-438dfbda8592","2002-12-04 01:00:00","2005-11-30 19:24:43","1","max_id","1",0,"Long-Solimena Engineer - 3100 units - Max","","Cold Call",14030,"",14030,"-99","2003-01-15 00:00:00","","Closed Lost",45,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"aeefd0cf-f728-8378-d872-438dfb02d851","2003-01-01 01:00:00","2005-11-30 19:25:04","1","chris_id","1",0,"D & D Lozada Electroni - 2600 units - Chris","New Business","Word of mouth",1430,"",1430,"-99","2003-01-16 00:00:00","","Closed Lost",35,"","chris_id","chris","ch2OzIWQ3xNYE","6b34fe24ac2ff8103f6fce1f0da2ef57","Chris","Olliver","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"80786e32-e15d-8e23-97d2-438dfbca3d1a","2002-12-11 01:00:00","2005-11-30 19:24:50","1","kristen_id","1",0,"Petty-Olguin Machinery - 3300 units - Kristen","Existing Business","Other",5430,"",5430,"-99","2003-01-17 00:00:00","","Closed Lost",60,"","kristen_id","kristen","krxNX3wFR4B8k","f52b06185d58a5eb571ec260092f099f","Kristen","Verona","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"a83c5fa5-edd8-1abd-f82c-438dfb9956c7","2002-12-11 01:00:00","2005-11-30 19:24:51","1","beth_id","1",0,"U & W Burchett Constru - 1800 units - Beth","Existing Business","Existing Customer",20030,"",20030,"-99","2003-01-17 00:00:00","","Closed Lost",60,"","beth_id","beth","be8s0iRRteawA","f0d78724487b188c0df666f874af6b27","Beth","Sasseen","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"14345cd3-280c-5c16-5828-438dfb103a04","2002-12-04 01:00:00","2005-11-30 19:24:41","1","kristen_id","1",0,"Goldey-Nickell Enginee - 1800 units - Kristen","New Business","",5930,"",5930,"-99","2003-01-18 00:00:00","","Closed Lost",90,"","kristen_id","kristen","krxNX3wFR4B8k","f52b06185d58a5eb571ec260092f099f","Kristen","Verona","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"ab9f9824-b007-b4bc-ed87-438dfb168d0c","2003-01-08 01:00:00","2005-11-30 19:25:10","1","max_id","1",0,"B & P Ratcliff Telecom - 4000 units - Max","New Business","Word of mouth",930,"",930,"-99","2003-01-19 00:00:00","","Closed Lost",75,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"ca217b49-12e1-bd3f-ec6a-438dfbb24d34","2002-11-13 01:00:00","2005-11-30 19:24:28","1","beth_id","1",0,"Planck-Marshall Commun - 4100 units - Beth","New Business","Partner",95030,"",95030,"-99","2003-01-23 00:00:00","","Closed Lost",50,"","beth_id","beth","be8s0iRRteawA","f0d78724487b188c0df666f874af6b27","Beth","Sasseen","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"e2b38d24-5d7f-972a-f13d-438dfb03a319","2002-11-13 01:00:00","2005-11-30 19:24:29","1","max_id","1",0,"B & D Wolter Machinery - 2400 units - Max","New Business","Employee",45030,"",45030,"-99","2003-01-24 00:00:00","","Closed Lost",35,"","max_id","max","macxjOjJxY/jQ","2ffe4e77325d9a7152f7086ea7aa5114","Max","Jensen","jim_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"6acd46b3-e02c-ce50-ddc9-438dfb2eb5d5","2003-01-15 01:00:00","2005-11-30 19:25:15","1","kristen_id","1",0,"G & N Borden Communica - 4100 units - Kristen","New Business","Word of mouth",830,"",830,"-99","2003-01-28 00:00:00","","Closed Lost",70,"","kristen_id","kristen","krxNX3wFR4B8k","f52b06185d58a5eb571ec260092f099f","Kristen","Verona","vital_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Sales Manager East",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"ecf707cf-1b58-5aec-5b1f-438dfb47042a","2003-01-15 01:00:00","2005-11-30 19:25:18","1","chris_id","1",0,"Harris-Contreras Trans - 2600 units - Chris","","Trade Show",930,"",930,"-99","2003-01-28 00:00:00","","Closed Lost",90,"","chris_id","chris","ch2OzIWQ3xNYE","6b34fe24ac2ff8103f6fce1f0da2ef57","Chris","Olliver","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
"6b67eb06-0c2e-bcb5-a86a-438dfbf0584f","2002-11-20 01:00:00","2005-11-30 19:24:31","1","beth_id","1",0,"Baker-Castillo Electro - 1900 units - Beth","Existing Business","Partner",95030,"",95030,"-99","2003-01-30 00:00:00","","Closed Lost",75,"","beth_id","beth","be8s0iRRteawA","f0d78724487b188c0df666f874af6b27","Beth","Sasseen","emil_id","","1",,"2005-11-30 19:19:03","2005-11-30 19:19:03","1","1","Senior Account Rep",,,,,,,,,"Active",,,,,,,0,0,"Active",,
